Department,JobRole,JobLevel,Gender,EducationField,EnvironmentSatisfaction,MaritalStatus,WorkLifeBalance,OverTime,AvgMonthlyIncome,AvgAge,TotalEmployees,Attritions,AttritionRate
Sales,"Sales Executive",2,Male,"Life Sciences",4,Divorced,3,Yes,4001.00,34.0,1,0,0.00
"Research & Development","Manufacturing Director",4,Female,Medical,1,Married,2,Yes,12965.00,53.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Life Sciences",2,Single,3,No,3539.00,43.0,1,0,0.00
Sales,"Sales Representative",1,Male,Marketing,2,Single,3,No,2679.00,21.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Female,Other,4,Married,3,No,3702.00,38.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,1,Married,3,No,5468.00,31.0,1,0,0.00
"Research & Development",Manager,3,Female,"Technical Degree",1,Married,3,No,13116.00,51.0,1,0,0.00
"Research & Development","Research Director",5,Male,Medical,3,Divorced,3,Yes,19328.00,46.0,1,0,0.00
"Human Resources","Human Resources",2,Male,Other,3,Divorced,2,No,4071.00,37.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",3,Single,3,Yes,5813.00,35.0,1,1,100.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",3,Married,4,No,2044.00,28.0,1,0,0.00
"Research & Development","Research Director",3,Male,Medical,3,Single,3,No,13464.00,39.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,Medical,2,Married,2,No,5538.00,42.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Human Resources",1,Divorced,3,No,2592.00,38.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",4,Married,2,No,5346.00,34.0,1,1,100.00
"Research & Development","Manufacturing Director",2,Male,Medical,4,Single,1,No,4213.00,37.0,1,1,100.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",1,Single,2,No,2438.00,43.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",2,Single,1,No,6870.00,41.0,1,0,0.00
Sales,"Sales Executive",3,Female,Marketing,3,Divorced,4,Yes,10447.00,41.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,Medical,1,Single,3,No,9667.00,30.0,1,0,0.00
"Human Resources","Human Resources",1,Female,Medical,4,Married,3,Yes,2148.00,26.0,1,1,100.00
"Research & Development","Healthcare Representative",2,Female,Medical,4,Married,4,No,8926.00,46.0,1,1,100.00
"Research & Development","Healthcare Representative",2,Female,"Life Sciences",3,Divorced,3,No,6513.00,40.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Technical Degree",2,Married,3,No,6799.00,34.0,1,0,0.00
Sales,Manager,4,Male,Medical,2,Divorced,2,No,16291.00,58.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,"Life Sciences",3,Divorced,3,Yes,10333.00,47.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Female,"Life Sciences",2,Divorced,3,No,4448.00,40.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,Medical,4,Married,2,No,6854.00,54.0,1,0,0.00
Sales,"Sales Executive",3,Female,Marketing,1,Married,3,No,9637.00,31.0,1,0,0.00
Sales,"Sales Representative",2,Female,Marketing,2,Married,2,Yes,5405.00,38.0,1,0,0.00
"Research & Development","Research Director",4,Male,"Life Sciences",1,Married,3,Yes,15787.00,58.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,Medical,2,Single,1,No,1514.00,18.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Human Resources",1,Divorced,3,Yes,2335.00,29.0,1,1,100.00
Sales,"Sales Executive",2,Female,"Life Sciences",3,Married,4,No,5154.00,45.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,Other,4,Married,3,Yes,6962.00,36.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",4,Single,2,Yes,2379.00,27.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,4,Single,4,No,4648.00,32.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",2,Single,3,No,2105.00,47.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Life Sciences",3,Divorced,3,No,2706.00,28.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,3,Single,2,Yes,9907.00,32.0,1,1,100.00
Sales,"Sales Executive",4,Female,"Technical Degree",1,Divorced,3,No,13225.00,46.0,1,0,0.00
Sales,"Sales Representative",2,Female,Medical,2,Married,3,No,3540.00,27.0,1,0,0.00
"Human Resources","Human Resources",1,Male,Medical,4,Married,3,No,2804.00,29.0,1,0,0.00
"Research & Development",Manager,5,Female,Medical,1,Married,3,No,19392.00,43.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",4,Single,2,Yes,2439.00,29.0,1,1,100.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",4,Married,2,No,4774.00,27.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Other,4,Divorced,3,No,3902.00,39.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",2,Married,4,No,2662.00,55.0,1,0,0.00
Sales,"Sales Representative",1,Female,Medical,2,Married,3,No,2856.00,28.0,1,0,0.00
Sales,"Sales Representative",1,Male,Medical,2,Single,2,No,1081.00,30.0,1,1,100.00
Sales,"Sales Executive",2,Female,"Technical Degree",2,Married,3,Yes,5673.00,36.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",2,Divorced,3,No,4197.00,31.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Medical,4,Married,3,Yes,4284.00,37.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Other,4,Married,3,Yes,4788.00,35.0,1,0,0.00
"Human Resources","Human Resources",2,Male,"Human Resources",2,Single,2,No,3886.00,36.0,1,0,0.00
Sales,"Sales Executive",2,Female,Medical,1,Single,2,No,6500.00,27.0,1,0,0.00
"Research & Development",Manager,4,Female,Medical,4,Divorced,3,No,17174.00,48.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",2,Married,3,No,5033.00,44.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",4,Married,3,Yes,2307.00,34.0,1,1,100.00
Sales,"Sales Executive",2,Female,Medical,3,Divorced,3,Yes,6583.00,31.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,1,Divorced,2,No,3978.00,31.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Other,3,Married,3,No,2544.00,26.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",2,Married,2,No,2226.00,27.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Other,3,Married,3,Yes,5747.00,34.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,4,Single,3,Yes,9854.00,28.0,1,1,100.00
"Research & Development","Research Scientist",2,Male,"Technical Degree",3,Married,4,No,5467.00,47.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,Medical,4,Divorced,3,Yes,2133.00,38.0,1,0,0.00
Sales,Manager,4,Female,"Life Sciences",4,Married,2,Yes,17875.00,58.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",2,Divorced,4,No,4771.00,38.0,1,0,0.00
"Research & Development","Research Director",5,Male,"Life Sciences",2,Married,3,No,19161.00,49.0,1,0,0.00
"Human Resources","Human Resources",1,Female,"Human Resources",1,Married,3,No,2863.00,27.0,1,1,100.00
Sales,"Sales Executive",2,Male,Medical,2,Married,1,No,5561.00,35.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,3,Divorced,4,Yes,3065.00,31.0,1,0,0.00
Sales,"Sales Executive",3,Male,Marketing,1,Single,2,No,9888.00,34.0,1,0,0.00
Sales,"Sales Executive",3,Male,Medical,4,Divorced,2,No,8628.00,34.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",4,Married,3,No,5003.00,31.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",3,Divorced,2,No,2367.00,28.0,1,1,100.00
Sales,"Sales Representative",1,Male,"Life Sciences",1,Single,2,No,2858.00,38.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",3,Married,3,Yes,5204.00,35.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,1,Married,3,Yes,5617.00,31.0,1,1,100.00
Sales,"Sales Executive",3,Male,"Life Sciences",1,Single,2,Yes,10448.00,53.0,1,1,100.00
"Research & Development","Research Scientist",2,Female,"Life Sciences",1,Married,2,No,2897.00,54.0,1,0,0.00
"Human Resources","Human Resources",1,Male,Other,4,Married,3,Yes,2991.00,38.0,1,0,0.00
"Human Resources",Manager,5,Male,"Human Resources",3,Married,3,Yes,19636.00,55.0,1,0,0.00
Sales,"Sales Executive",4,Male,Marketing,2,Single,3,No,13341.00,39.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",4,Single,3,No,4332.00,42.0,1,0,0.00
"Research & Development","Research Director",3,Female,Medical,3,Married,4,No,11031.00,31.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",2,Single,2,No,4617.00,24.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Other,4,Single,4,No,2647.00,23.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Female,"Technical Degree",4,Married,4,No,6323.00,40.0,1,0,0.00
"Human Resources","Human Resources",1,Female,"Human Resources",3,Married,3,No,2187.00,25.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Other,4,Divorced,2,Yes,3977.00,25.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,Medical,1,Single,3,No,8633.00,47.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",4,Divorced,2,Yes,5410.00,42.0,1,0,0.00
"Research & Development","Research Director",3,Female,Medical,3,Married,1,No,11957.00,47.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",4,Single,4,No,3375.00,22.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Medical,2,Single,3,No,5098.00,35.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Female,Medical,2,Married,3,Yes,4878.00,33.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",1,Single,3,No,4108.00,39.0,1,0,0.00
"Research & Development","Research Director",3,Female,Medical,2,Married,3,No,13206.00,38.0,1,0,0.00
"Research & Development","Research Director",3,Female,"Life Sciences",3,Married,3,Yes,13744.00,37.0,1,0,0.00
Sales,"Sales Executive",2,Female,Other,1,Divorced,2,Yes,4907.00,25.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Life Sciences",1,Divorced,2,No,3482.00,52.0,1,0,0.00
Sales,"Sales Representative",1,Male,Medical,3,Single,3,Yes,2380.00,21.0,1,0,0.00
"Research & Development",Manager,5,Male,"Life Sciences",4,Single,2,No,19431.00,39.0,1,0,0.00
Sales,"Sales Representative",1,Male,Marketing,4,Married,2,No,1790.00,23.0,1,1,100.00
Sales,"Sales Executive",3,Female,Medical,1,Married,3,No,7644.00,36.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,"Life Sciences",4,Divorced,3,No,5131.00,36.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",3,Divorced,2,No,6306.00,56.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,1,Married,4,Yes,4787.00,29.0,1,1,100.00
"Research & Development",Manager,5,Male,"Life Sciences",1,Married,2,No,18880.00,42.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",4,Married,1,No,2339.00,56.0,1,1,100.00
"Research & Development","Manufacturing Director",4,Female,"Life Sciences",1,Married,3,No,13570.00,41.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,4,Divorced,2,No,5406.00,36.0,1,0,0.00
"Human Resources","Human Resources",3,Female,"Life Sciences",3,Single,3,Yes,8837.00,35.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",2,Divorced,3,No,6728.00,50.0,1,1,100.00
Sales,"Sales Executive",2,Female,Marketing,2,Married,2,No,6652.00,36.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",3,Married,4,Yes,5689.00,35.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",3,Married,3,No,2977.00,35.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,Other,4,Married,3,Yes,4025.00,29.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,Medical,4,Single,1,No,3785.00,29.0,1,0,0.00
Sales,"Sales Executive",4,Female,Marketing,2,Married,2,No,12031.00,39.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,Medical,2,Single,3,No,9936.00,31.0,1,0,0.00
Sales,"Sales Representative",1,Female,Other,4,Single,3,No,2966.00,26.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,Medical,3,Married,3,No,2571.00,36.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,Medical,4,Married,3,No,9991.00,39.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,4,Married,2,No,5390.00,49.0,1,0,0.00
